1.0
 
[-8.74793306e-03 -1.99957320e+01],[ 4.31281937e-03 -1.99957822e+01],[ -0.0352399  -19.98950825]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
[0.34991266 0.02929648],[0.75004306 0.06054595],[0.66346441 0.07421803]
