1.0
 
[-1.21383641e-02 -1.99938567e+01],[ 6.05273039e-03 -1.99939076e+01],[ -0.0497777  -19.98488866]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
[0.34987874 0.0292959 ],[0.75006046 0.06054536],[0.6632171  0.07421798]
